grid_cell,X_ELEMENT_,X_Axis_0_,X_Axis_1_,X_ENDC_CWE_,X_ENDC_RICHNESS_,Total_Specimens,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,geometry
795,'187500:-97500',187500,-97500,0.053495328,47,858,12.97279167175293,23.570667266845703,3.071499824523926,134,20,6,35.53971862792969,51,22,26,51,16.169416427612305,41.32441329956055,837.22894287109375,34.215999603271484,-4.9120001792907715,39.12799835205078,3.071499824523926,16.482999801635742,"list(c(-117.971258347183, -117.802050825811, -117.802050825811, -117.971258347183, -117.971258347183, 37.052917307358, 37.052917307358, 37.1880524424931, 37.1880524424931, 37.052917307358))"
796,'202500:-97500',202500,-97500,0.067741658,83,1071,16.0086669921875,27.149667739868164,5.319666862487793,96,15,4,35.76955795288086,37,15,19,36,17.125,41.08685302734375,891.77227783203125,38.09400177001953,-3.5859999656677246,41.68000030517578,7.7191667556762695,20.216167449951172,"list(c(-117.802253607892, -117.63304608652, -117.63304608652, -117.802253607892, -117.802253607892, 37.0497893192095, 37.0497893192095, 37.1849244543446, 37.1849244543446, 37.0497893192095))"
797,'217500:-97500',217500,-97500,0.025369768,3,4,15.864041328430176,26.58133316040039,5.759500026702881,97,15,4,34.642208099365234,37,15,21,34,16.528583526611328,41.49678421020508,851.20587158203125,37.250999450683594,-2.5799999237060547,39.83100128173828,7.838666915893555,19.74449920654297,"list(c(-117.633263375059, -117.464055853687, -117.464055853687, -117.633263375059, -117.633263375059, 37.0464208586411, 37.0464208586411, 37.1815559937762, 37.1815559937762, 37.0464208586411))"
798,'-187500:-112500',-187500,-112500,0.041834094,143,1773,13.747967720031738,17.04715347290039,10.4821138381958,803,170,3,93.492889404296875,442,11,16,436,12.688211441040039,64.45503997802734,269.29449462890625,23.77804946899414,4.092682838439941,19.685367584228516,11.006097793579102,16.717073440551758,"list(c(-122.194187873042, -122.024980351669, -122.024980351669, -122.194187873042, -122.194187873042, 36.9180045953192, 36.9180045953192, 37.0531397304543, 37.0531397304543, 36.9180045953192))"
799,'-172500:-112500',-172500,-112500,0.029301515,114,1520,14.206402778625488,17.77804946899414,10.38252067565918,730,157,3,94.06842803955078,409,10,15,400,12.828251838684082,61.71771240234375,303.8497009277344,24.59756088256836,3.812195062637329,20.78536605834961,11.178861618041992,17.510974884033203,"list(c(-122.025470340113, -121.85626281874, -121.85626281874, -122.025470340113, -122.025470340113, 36.9208870402149, 36.9208870402149, 37.0560221753501, 37.0560221753501, 36.9208870402149))"
800,'-157500:-112500',-157500,-112500,0.024224365,60,555,14.286666870117188,17.94499969482422,10.342666625976562,604,127,2,93.26390075683594,331,7,12,326,12.678333282470703,60.32418441772461,310.961669921875,24.885000228881836,3.868000030517578,21.017000198364258,11.106666564941406,17.547500610351562,"list(c(-121.85674051177, -121.687532990397, -121.687532990397, -121.85674051177, -121.85674051177, 36.9235293756824, 36.9235293756824, 37.0586645108175, 37.0586645108175, 36.9235293756824))"
801,'-142500:-112500',-142500,-112500,0.029568127,20,90,14.358291625976562,19.449499130249023,9.420166969299316,579,118,2,91.565704345703125,307,7,12,307,13.463250160217285,55.41344451904297,407.8062438964844,27.577999114990234,3.2820000648498535,24.29599952697754,10.116833686828613,18.77199935913086,"list(c(-121.687999455614, -121.518791934242, -121.518791934242, -121.687999455614, -121.687999455614, 36.9259315771311, 36.9259315771311, 37.0610667122663, 37.0610667122663, 36.9259315771311))"
802,'-127500:-112500',-127500,-112500,0.007567306,2,2,15.348625183105469,20.80699920654297,9.579000473022461,400,83,1,90.622344970703125,211,5,9,211,14.607417106628418,54.407840728759766,455.8233337402344,29.517000198364258,2.6689999103546143,26.847999572753906,9.579000473022461,20.32900047302246,"list(c(-121.519248239674, -121.350040718301, -121.350040718301, -121.519248239674, -121.519248239674, 36.9280936222003, 36.9280936222003, 37.0632287573354, 37.0632287573354, 36.9280936222003))"
803,'-97500:-112500',-97500,-112500,0.001838235,1,2,15.963666915893555,24.002500534057617,8.465332984924316,374,72,1,87.6083755493164,195,5,11,195,15.14716625213623,46.94466781616211,634.7662353515625,34.30500030517578,2.0390000343322754,32.26599884033203,8.465332984924316,23.536666870117188,"list(c(-121.181719602439, -121.012512081067, -121.012512081067, -121.181719602439, -121.181719602439, 36.9316971649145, 36.9316971649145, 37.0668323000496, 37.0668323000496, 36.9316971649145))"
804,'-82500:-112500',-82500,-112500,0.034597751,238,12075,17.011083602905273,24.818500518798828,8.919666290283203,250,46,1,83.7698745727539,126,3,9,126,14.312333106994629,44.489688873291016,653.6314697265625,34.67900085449219,2.509000062942505,32.17000198364258,10.667333602905273,24.701332092285156,"list(c(-121.012944318969, -120.843736797597, -120.843736797597, -121.012944318969, -121.012944318969, 36.9331386290002, 36.9331386290002, 37.0682737641353, 37.0682737641353, 36.9331386290002))"
805,'-67500:-112500',-67500,-112500,0.371497585,3,5,16.41895866394043,23.674501419067383,8.645500183105469,225,41,1,81.931640625,114,3,3,112,14.023250579833984,45.28449630737305,618.97991943359375,33.44200134277344,2.4749999046325684,30.96700096130371,10.516833305358887,23.674501419067383,"list(c(-120.844163151281, -120.674955629909, -120.674955629909, -120.844163151281, -120.844163151281, 36.9343398695902, 36.9343398695902, 37.0694750047253, 37.0694750047253, 36.9343398695902))"
806,'-52500:-112500',-52500,-112500,0.01211398,27,118,16.203582763671875,23.330833435058594,8.299833297729492,235,44,1,82.53803253173828,123,3,3,118,14.922333717346191,47.277931213378906,620.39697265625,33.097999572753906,1.534999966621399,31.562999725341797,10.282166481018066,23.330833435058594,"list(c(-120.675377168928, -120.506169647556, -120.506169647556, -120.675377168928, -120.675377168928, 36.9353008754935, 36.9353008754935, 37.0704360106287, 37.0704360106287, 36.9353008754935))"
807,'-37500:-112500',-37500,-112500,0.010452448,3,3,16.034250259399414,23.712833404541016,7.899333477020264,247,46,1,82.703521728515625,131,4,4,124,15.353833198547363,46.477474212646484,650.11474609375,34.2239990234375,1.1890000104904175,33.03499984741211,9.85200023651123,23.712833404541016,"list(c(-120.506587441645, -120.337379920273, -120.337379920273, -120.506587441645, -120.506587441645, 36.9360216377565, 36.9360216377565, 37.0711567728916, 37.0711567728916, 36.9360216377565))"
808,'-22500:-112500',-22500,-112500,0.007314034,8,43,16.026708602905273,23.76533317565918,7.937166690826416,267,48,0,83.38330078125,140,3,3,132,15.152250289916992,46.25370407104492,650.69073486328125,34.17599868774414,1.4169999361038208,32.75899887084961,9.806499481201172,23.76533317565918,"list(c(-120.337795039311, -120.168587517938, -120.168587517938, -120.337795039311, -120.337795039311, 36.9365021496631, 36.9365021496631, 37.0716372847982, 37.0716372847982, 36.9365021496631))"
809,'-7500:-112500',-7500,-112500,0.020710089,28,330,16.426958084106445,24.582000732421875,8.166666984558105,287,49,0,82.5422592163086,146,3,3,137,15.469583511352539,45.831729888916016,675.56597900390625,35.356998443603516,1.6039999723434448,33.75299835205078,9.995166778564453,24.582000732421875,"list(c(-120.169001031905, -119.999793510532, -119.999793510532, -120.169001031905, -120.169001031905, 36.9367424067358, 36.9367424067358, 37.0718775418709, 37.0718775418709, 36.9367424067358))"
810,'7500:-112500',7500,-112500,0.015408732,22,48,17.1651668548584,26.093666076660156,8.553500175476074,350,59,1,82.0044937133789,175,5,5,167,16.53766632080078,45.84627151489258,726.42724609375,37.7239990234375,1.6519999504089355,36.071998596191406,10.133999824523926,26.093666076660156,"list(c(-120.000206489468, -119.830998968095, -119.830998968095, -120.000206489468, -120.000206489468, 36.9367424067358, 36.9367424067358, 37.0718775418709, 37.0718775418709, 36.9367424067358))"
811,'22500:-112500',22500,-112500,0.012596979,33,189,17.098541259765625,25.961166381835938,8.750833511352539,433,77,1,83.57936096191406,220,6,11,214,15.744250297546387,45.269412994384766,716.773681640625,37.13600158691406,2.3569998741149902,34.77900314331055,10.09850025177002,25.93433380126953,"list(c(-119.831412482062, -119.662204960689, -119.662204960689, -119.831412482062, -119.831412482062, 36.9365021496631, 36.9365021496631, 37.0716372847982, 37.0716372847982, 36.9365021496631))"
812,'37500:-112500',37500,-112500,0.009141555,20,97,16.60358428955078,25.765666961669922,8.373332977294922,605,112,1,85.7939224243164,314,8,15,306,14.46933364868164,43.176570892333984,723.3406982421875,35.893001556396484,2.38100004196167,33.512001037597656,9.503999710083008,25.588333129882812,"list(c(-119.662620079727, -119.493412558355, -119.493412558355, -119.662620079727, -119.662620079727, 36.9360216377565, 36.9360216377565, 37.0711567728916, 37.0711567728916, 36.9360216377565))"
813,'52500:-112500',52500,-112500,0.021956388,33,103,13.635499954223633,22.520000457763672,6.581666469573975,870,162,2,85.57478332519531,455,14,25,437,14.015166282653809,44.53500747680664,664.16693115234375,32.159000396728516,0.6890000104904175,31.470001220703125,6.94950008392334,21.849666595458984,"list(c(-119.493830352444, -119.324622831072, -119.324622831072, -119.493830352444, -119.493830352444, 36.9353008754935, 36.9353008754935, 37.0704360106287, 37.0704360106287, 36.9353008754935))"
814,'67500:-112500',67500,-112500,0.025573875,11,71,10.991874694824219,19.445499420166016,4.511666774749756,889,167,3,84.45073699951172,464,16,30,447,13.394583702087402,44.65605163574219,623.78424072265625,28.714000701904297,-1.281000018119812,29.9950008392334,4.632333278656006,18.67766761779785,"list(c(-119.325044370091, -119.155836848719, -119.155836848719, -119.325044370091, -119.325044370091, 36.9343398695902, 36.9343398695902, 37.0694750047253, 37.0694750047253, 36.9343398695902))"
815,'82500:-112500',82500,-112500,0.002998502,4,10,5.8654584884643555,14.25683307647705,-0.4218333661556244,821,152,7,78.66764068603516,405,26,43,405,13.029749870300293,43.7327995300293,612.29071044921875,23.233999252319336,-6.559999942779541,29.79399871826172,-0.4218333661556244,13.380833625793457,"list(c(-119.156263202403, -118.987055681031, -118.987055681031, -119.156263202403, -119.156263202403, 36.9331386290002, 36.9331386290002, 37.0682737641353, 37.0682737641353, 36.9331386290002))"
816,'97500:-112500',97500,-112500,0.015403961,6,18,4.145249843597412,12.625666618347168,-2.190666675567627,696,130,9,75.360076904296875,341,32,47,332,13.061333656311035,43.47980499267578,617.95257568359375,21.57200050354004,-8.468000411987305,30.040000915527344,-2.060499906539917,11.727166175842285,"list(c(-118.987487918933, -118.818280397561, -118.818280397561, -118.987487918933, -118.987487918933, 36.9316971649145, 36.9316971649145, 37.0668323000496, 37.0668323000496, 36.9316971649145))"
817,'112500:-112500',112500,-112500,0.017558509,11,12,4.639416694641113,13.420666694641113,-2.1708333492279053,615,113,10,72.383636474609375,297,34,48,297,13.252333641052246,42.93366241455078,648.96026611328125,22.441999435424805,-8.425000190734863,30.867000579833984,-2.1708333492279053,12.622833251953125,"list(c(-118.81871958901, -118.649512067638, -118.649512067638, -118.81871958901, -118.81871958901, 36.9300154907602, 36.9300154907602, 37.0651506258954, 37.0651506258954, 36.9300154907602))"
818,'127500:-112500',127500,-112500,0.024489796,2,2,1.1805833578109741,10.189499855041504,-5.55216646194458,636,110,14,64.29566192626953,291,54,69,277,12.871000289916992,41.959251403808594,656.13055419921875,18.8799991607666,-11.795000076293945,30.674999237060547,-5.50333309173584,9.134833335876465,"list(c(-118.649959281699, -118.480751760326, -118.480751760326, -118.649959281699, -118.649959281699, 36.9280936222003, 36.9280936222003, 37.0632287573354, 37.0632287573354, 36.9280936222003))"
819,'142500:-112500',142500,-112500,0.018089961,2,5,1.8955416679382324,11.197999954223633,-5.2186665534973145,591,97,14,61.42030334472656,262,54,67,262,13.252083778381348,41.598655700683594,680.018310546875,20.21500015258789,-11.642000198364258,31.85700035095215,-5.2186665534973145,6.561166763305664,"list(c(-118.481208065758, -118.312000544386, -118.312000544386, -118.481208065758, -118.481208065758, 36.9259315771311, 36.9259315771311, 37.0610667122663, 37.0610667122663, 36.9259315771311))"
820,'157500:-112500',157500,-112500,0.045015871,14,82,14.66379165649414,25.122833251953125,4.983500003814697,145,27,4,65.70648956298828,71,14,14,71,17.105083465576172,43.43817138671875,824.2476806640625,36.05500030517578,-3.322999954223633,39.37799835205078,6.760666847229004,25.122833251953125,"list(c(-118.312467009603, -118.14325948823, -118.14325948823, -118.312467009603, -118.312467009603, 36.9235293756824, 36.9235293756824, 37.0586645108175, 37.0586645108175, 36.9235293756824))"
821,'172500:-112500',172500,-112500,0.04344298,37,98,4.804333209991455,13.845000267028809,-2.136000156402588,423,70,12,56.42619323730469,187,45,59,187,14.567667007446289,45.281982421875,673.50848388671875,23.29800033569336,-8.873000144958496,32.17100143432617,-2.136000156402588,9.9741668701171875,"list(c(-118.14373718126, -117.974529659887, -117.974529659887, -118.14373718126, -118.14373718126, 36.9208870402149, 36.9208870402149, 37.0560221753501, 37.0560221753501, 36.9208870402149))"
822,'187500:-112500',187500,-112500,0.032095234,19,46,14.304082870483398,24.671998977661133,4.761666774749756,130,21,5,43.66403579711914,53,19,22,53,16.375999450683594,42.230133056640625,818.233642578125,35.334999084472656,-3.443000078201294,38.77799987792969,6.42116641998291,17.47916603088379,"list(c(-117.975019648331, -117.805812126958, -117.805812126958, -117.975019648331, -117.975019648331, 36.9180045953192, 36.9180045953192, 37.0531397304543, 37.0531397304543, 36.9180045953192))"
823,'217500:-112500',217500,-112500,0.005085784,2,45,12.247291564941406,22.465333938598633,2.9013333320617676,156,22,6,35.7791633605957,58,24,32,58,15.200750350952148,41.0975456237793,802.9423828125,32.60300064086914,-4.383999824523926,36.98699951171875,4.473499774932861,15.32266616821289,"list(c(-117.637625736744, -117.468418215371, -117.468418215371, -117.637625736744, -117.637625736744, 36.9115194867414, 36.9115194867414, 37.0466546218765, 37.0466546218765, 36.9115194867414))"
824,'232500:-112500',232500,-112500,0.0365222,50,331,17.758750915527344,28.5260009765625,7.509833335876465,89,14,3,39.39187240600586,36,12,18,34,16.029333114624023,40.71562194824219,859.14239501953125,38.91699981689453,-0.4519999921321869,39.36899948120117,9.638333320617676,21.75950050354004,"list(c(-117.468951490791, -117.299743969419, -117.299743969419, -117.468951490791, -117.468951490791, 36.9079168833707, 36.9079168833707, 37.0430520185059, 37.0430520185059, 36.9079168833707))"
825,'-157500:-127500',-157500,-127500,0.01214773,35,319,13.969396591186523,16.997318267822266,10.508428573608398,581,120,2,91.52301788330078,314,9,14,311,11.7782564163208,61.72941589355469,266.37725830078125,23.359769821166992,4.27931022644043,19.080459594726562,11.231417655944824,16.65440559387207,"list(c(-121.853591785351, -121.684384263978, -121.684384263978, -121.853591785351, -121.853591785351, 36.7886020355765, 36.7886020355765, 36.9237371707116, 36.9237371707116, 36.7886020355765))"
826,'-142500:-127500',-142500,-127500,0.031802678,67,210,14.298500061035156,18.537166595458984,9.848666191101074,500,101,2,90.60417938232422,264,7,11,264,12.948832511901855,58.017086029052734,353.09429931640625,25.982999801635742,3.6640000343322754,22.319000244140625,9.848666191101074,17.963333129882812,"list(c(-121.685150427672, -121.5159429063, -121.5159429063, -121.685150427672, -121.685150427672, 36.79100006228, 36.79100006228, 36.9261351974151, 36.9261351974151, 36.79100006228))"
827,'-127500:-127500',-127500,-127500,0.014561307,8,8,15.155416488647461,20.336999893188477,9.729166984558105,384,80,1,90.52259063720703,203,5,8,203,14.375,55.641571044921875,431.2385559082031,28.66200065612793,2.8269999027252197,25.83500099182129,9.729166984558105,19.836999893188477,"list(c(-121.51669896426, -121.347491442888, -121.347491442888, -121.51669896426, -121.51669896426, 36.7931583495423, 36.7931583495423, 36.9282934846774, 36.9282934846774, 36.7931583495423))"
828,'-82500:-127500',-82500,-127500,1,1,20,16.38337516784668,24.667165756225586,8.490166664123535,301,55,1,84.30477142333984,153,5,11,153,16.360082626342773,47.87849807739258,664.37286376953125,35.65299987792969,1.4830000400543213,34.16999816894531,9.784832954406738,24.374834060668945,"list(c(-121.011294568631, -120.842087047258, -120.842087047258, -121.011294568631, -121.011294568631, 36.7981945861504, 36.7981945861504, 36.9333297212856, 36.9333297212856, 36.7981945861504))"
829,'-67500:-127500',-67500,-127500,0.139718947,8,15,16.910499572753906,24.756999969482422,8.947833061218262,226,41,1,82.59268951416016,115,3,9,114,15.853500366210938,47.549564361572266,652.187744140625,35.362998962402344,2.0220000743865967,33.340999603271484,10.532166481018066,24.641332626342773,"list(c(-120.842813312844, -120.673605791471, -120.673605791471, -120.842813312844, -120.842813312844, 36.7993937381917, 36.7993937381917, 36.9345288733268, 36.9345288733268, 36.7993937381917))"
830,'-52500:-127500',-52500,-127500,0.017123598,13,59,16.348041534423828,23.575332641601562,8.585000038146973,203,38,1,81.6299819946289,105,3,3,103,15.312250137329102,47.876216888427734,618.23712158203125,33.66299819946289,1.6800000667572021,31.98299789428711,10.416666984558105,23.575332641601562,"list(c(-120.674327268013, -120.505119746641, -120.505119746641, -120.674327268013, -120.674327268013, 36.8003530731431, 36.8003530731431, 36.9354882082782, 36.9354882082782, 36.8003530731431))"
831,'-37500:-127500',-37500,-127500,0.009109128,19,202,16.314332962036133,23.697834014892578,8.404166221618652,210,39,0,82.95940399169922,111,2,2,106,15.29033374786377,47.51945114135742,630.749755859375,33.76499938964844,1.5880000591278076,32.176998138427734,10.270999908447266,23.697834014892578,"list(c(-120.505837498184, -120.336629976811, -120.336629976811, -120.505837498184, -120.505837498184, 36.8010725821262, 36.8010725821262, 36.9362077172613, 36.9362077172613, 36.8010725821262))"
832,'-22500:-127500',-22500,-127500,0.018570562,5,52,16.333749771118164,24.244667053222656,8.146666526794434,223,41,0,81.9471664428711,117,3,3,110,15.507500648498535,46.382423400878906,661.887451171875,34.82400131225586,1.3899999856948853,33.43400192260742,10.03600025177002,24.244667053222656,"list(c(-120.337345067539, -120.168137546166, -120.168137546166, -120.337345067539, -120.337345067539, 36.8015522584815, 36.8015522584815, 36.9366873936166, 36.9366873936166, 36.8015522584815))"
833,'-7500:-127500',-7500,-127500,0.034375239,15,146,16.275541305541992,24.306167602539062,8.0625,243,42,0,81.80720520019531,126,3,3,117,15.161417007446289,45.64216995239258,667.96759033203125,34.755001068115234,1.537000060081482,33.21800231933594,9.96500015258789,24.306167602539062,"list(c(-120.168851040365, -119.999643518992, -119.999643518992, -120.168851040365, -120.168851040365, 36.8017920977692, 36.8017920977692, 36.9369272329043, 36.9369272329043, 36.8017920977692))"
834,'7500:-127500',7500,-127500,0.029774282,9,27,16.668624877929688,25.107500076293945,8.262499809265137,285,51,0,83.37742614746094,151,4,4,139,14.936249732971191,44.36465835571289,693.1373291015625,35.65999984741211,1.9930000305175781,33.66699981689453,10.106499671936035,25.107500076293945,"list(c(-120.000356481008, -119.831148959635, -119.831148959635, -120.000356481008, -120.000356481008, 36.8017920977692, 36.8017920977692, 36.9369272329043, 36.9369272329043, 36.8017920977692))"
835,'22500:-127500',22500,-127500,0.016232667,6,7,17.254167556762695,26.0310001373291,8.699333190917969,328,60,0,83.83689880371094,176,5,5,162,15.080667495727539,43.9004020690918,715.77197265625,36.73400115966797,2.381999969482422,34.35200119018555,10.453332901000977,26.0310001373291,"list(c(-119.831862453834, -119.662654932461, -119.662654932461, -119.831862453834, -119.831862453834, 36.8015522584815, 36.8015522584815, 36.9366873936166, 36.9366873936166, 36.8015522584815))"
836,'37500:-127500',37500,-127500,0.026941277,12,108,17.612916946411133,26.77899932861328,8.896166801452637,394,74,1,84.35382843017578,210,6,6,198,15.52983283996582,43.90182876586914,742.6668701171875,37.784000396728516,2.4100000858306885,35.374000549316406,10.445333480834961,26.77899932861328,"list(c(-119.663370023189, -119.494162501816, -119.494162501816, -119.663370023189, -119.663370023189, 36.8010725821262, 36.8010725821262, 36.9362077172613, 36.9362077172613, 36.8010725821262))"
837,'52500:-127500',52500,-127500,0.009931932,45,229,17.022417068481445,26.36050033569336,8.755332946777344,625,121,1,86.79926300048828,331,8,16,321,14.272167205810547,42.76176452636719,731.9481201171875,36.2400016784668,2.864000082015991,33.37600326538086,9.847166061401367,26.104833602905273,"list(c(-119.494880253359, -119.325672731987, -119.325672731987, -119.494880253359, -119.494880253359, 36.8003530731431, 36.8003530731431, 36.9354882082782, 36.9354882082782, 36.8003530731431))"
838,'67500:-127500',67500,-127500,0.040463277,50,129,15.976333618164062,25.271499633789062,7.934500217437744,697,139,1,87.48139190673828,370,9,20,364,13.562833786010742,42.081398010253906,718.79693603515625,34.55799865722656,2.328000068664551,32.22999954223633,8.922833442687988,24.908166885375977,"list(c(-119.326394208529, -119.157186687156, -119.157186687156, -119.326394208529, -119.326394208529, 36.7993937381917, 36.7993937381917, 36.9345288733268, 36.9345288733268, 36.7993937381917))"
839,'82500:-127500',82500,-127500,0.008867644,7,11,14.655208587646484,23.846332550048828,6.973666667938232,703,142,2,86.36861419677734,371,12,23,367,13.697583198547363,42.94316864013672,700.56805419921875,33.178001403808594,1.281000018119812,31.897001266479492,7.696666717529297,23.375167846679688,"list(c(-119.157912952742, -118.988705431369, -118.988705431369, -119.157912952742, -119.157912952742, 36.7981945861504, 36.7981945861504, 36.9333297212856, 36.9333297212856, 36.7981945861504))"
840,'97500:-127500',97500,-127500,0.013945374,45,122,9.63045883178711,18.41266632080078,2.689666748046875,687,134,5,82.1204833984375,351,19,33,350,13.322417259216309,43.35736083984375,654.2061767578125,27.562000274658203,-3.1649999618530273,30.727001190185547,2.928833484649658,17.73383331298828,"list(c(-118.98943754986, -118.820230028487, -118.820230028487, -118.98943754986, -118.98943754986, 36.7967556281161, 36.7967556281161, 36.9318907632512, 36.9318907632512, 36.7967556281161))"
841,'112500:-127500',112500,-127500,0.015580674,40,123,3.7859582901000977,12.604666709899902,-2.924333333969116,656,121,11,72.617095947265625,317,36,52,307,13.16208267211914,42.799346923828125,647.67083740234375,21.639999389648438,-9.11299991607666,30.75299835205078,-2.866166591644287,11.676499366760254,"list(c(-118.820969063524, -118.651761542151, -118.651761542151, -118.820969063524, -118.820969063524, 36.7950768774031, 36.7950768774031, 36.9302120125383, 36.9302120125383, 36.7950768774031))"
842,'127500:-127500',127500,-127500,0.018558235,38,167,2.5956666469573975,11.734833717346191,-4.50933313369751,609,107,12,67.45506286621094,284,43,58,284,13.125499725341797,41.636531829833984,673.0755615234375,20.76799964904785,-10.755999565124512,31.523998260498047,-4.50933313369751,10.77400016784668,"list(c(-118.652508557112, -118.48330103574, -118.48330103574, -118.652508557112, -118.652508557112, 36.7931583495423, 36.7931583495423, 36.9282934846774, 36.9282934846774, 36.7931583495423))"
843,'142500:-127500',142500,-127500,0.012392769,7,15,0.9520416855812073,10.15233325958252,-5.906499862670898,653,108,15,61.8122444152832,290,59,75,281,12.795249938964844,41.54841613769531,668.37811279296875,18.889999389648438,-11.906000137329102,30.79599952697754,-5.7223334312438965,5.248500347137451,"list(c(-118.4840570937, -118.314849572328, -118.314849572328, -118.4840570937, -118.4840570937, 36.79100006228, 36.79100006228, 36.9261351974151, 36.9261351974151, 36.79100006228))"
844,'157500:-127500',157500,-127500,0.038050101,69,163,14.996916770935059,25.381500244140625,5.272333145141602,142,28,4,68.241668701171875,73,12,12,69,17.226667404174805,43.64938735961914,822.09063720703125,36.28499984741211,-3.180999994277954,39.465999603271484,7.12333345413208,25.381500244140625,"list(c(-118.315615736022, -118.146408214649, -118.146408214649, -118.315615736022, -118.315615736022, 36.7886020355765, 36.7886020355765, 36.9237371707116, 36.9237371707116, 36.7886020355765))"
845,'172500:-127500',172500,-127500,0.038057764,62,301,8.59433364868164,17.961166381835938,0.7775000929832458,319,55,8,60.79124069213867,149,32,43,149,15.178999900817871,44.7797737121582,717.9591064453125,27.761999130249023,-6.135000228881836,33.89699935913086,0.7775000929832458,14.61199951171875,"list(c(-118.147185546428, -117.977978025055, -117.977978025055, -118.147185546428, -118.147185546428, 36.7859642916046, 36.7859642916046, 36.9210994267397, 36.9210994267397, 36.7859642916046))"
846,'187500:-127500',187500,-127500,0.009259259,1,1,17.874082565307617,28.735000610351562,7.579999923706055,110,19,3,54.81840133666992,51,13,14,50,16.391666412353516,40.88410949707031,866.77081298828125,39.435001373291016,-0.6579999923706055,40.09300231933594,9.657666206359863,21.640167236328125,"list(c(-117.978767586846, -117.809560065474, -117.809560065474, -117.978767586846, -117.978767586846, 36.7830868547481, 36.7830868547481, 36.9182219898832, 36.9182219898832, 36.7830868547481))"
847,'217500:-127500',217500,-127500,0.011764706,1,9,10.898333549499512,20.836166381835938,1.8895001411437988,189,28,7,39.447776794433594,73,29,36,73,15.221833229064941,41.856170654296875,780.7772216796875,30.944000244140625,-5.422999858856201,36.367000579833984,3.2653331756591797,13.60083293914795,"list(c(-117.641972603077, -117.472765081704, -117.472765081704, -117.641972603077, -117.641972603077, 36.7766130109594, 36.7766130109594, 36.9117481460946, 36.9117481460946, 36.7766130109594))"
848,'247500:-127500',247500,-127500,0.02362362,16,93,17.82608413696289,28.35466766357422,7.967833518981934,96,15,3,38.49001693725586,38,13,20,36,15.44516658782959,40.492794036865234,836.21185302734375,38.43899917602539,0.29600000381469727,38.14299774169922,9.805000305175781,21.3836669921875,"list(c(-117.305239270159, -117.136031748786, -117.136031748786, -117.305239270159, -117.305239270159, 36.7691807434246, 36.7691807434246, 36.9043158785597, 36.9043158785597, 36.7691807434246))"
849,'262500:-127500',262500,-127500,0.075295619,25,90,14.91866683959961,24.91266632080078,5.886833190917969,131,19,4,37.264503479003906,49,18,30,47,15.351166725158691,42.03495788574219,785.9429931640625,35.15999984741211,-1.3600000143051147,36.52000045776367,7.201333522796631,17.77666664123535,"list(c(-117.136898371954, -116.967690850581, -116.967690850581, -117.136898371954, -117.136898371954, 36.7651052851449, 36.7651052851449, 36.90024042028, 36.90024042028, 36.7651052851449))"
850,'277500:-127500',277500,-127500,0.002118644,1,1,15.334833145141602,25.670167922973633,5.815333366394043,121,18,4,40.25062942504883,46,16,30,44,16.782499313354492,43.095035552978516,816.4476318359375,36.698001861572266,-2.244999885559082,38.94300079345703,7.433333396911621,18.607666015625,"list(c(-116.968576064207, -116.799368542835, -116.799368542835, -116.968576064207, -116.968576064207, 36.7607903265978, 36.7607903265978, 36.8959254617329, 36.8959254617329, 36.7607903265978))"
851,'-157500:-142500',-157500,-142500,0.021897236,12,39,13.786678314208984,16.68802833557129,10.523943901062012,566,113,2,90.25264739990234,301,9,14,301,11.271713256835938,60.743202209472656,252.01092529296875,22.93661880493164,4.380281925201416,18.556337356567383,10.523943901062012,16.25469398498535,"list(c(-121.850454227087, -121.681246705714, -121.681246705714, -121.850454227087, -121.850454227087, 36.6536690019748, 36.6536690019748, 36.78880413711, 36.78880413711, 36.6536690019748))"
852,'-142500:-142500',-142500,-142500,0.005761647,6,17,14.402791976928711,17.84433364868164,10.654167175292969,402,76,2,88.1386489868164,208,7,11,207,12.348917007446289,59.4927864074707,294.1669006347656,24.87299919128418,4.116000175476074,20.756999969482422,11.40133285522461,17.312665939331055,"list(c(-121.682311505528, -121.513103984156, -121.513103984156, -121.682311505528, -121.682311505528, 36.6560628816505, 36.6560628816505, 36.7911980167856, 36.7911980167856, 36.6560628816505))"
853,'-127500:-142500',-127500,-142500,0.00769731,10,27,13.33466625213623,19.3886661529541,8.397333145141602,662,126,2,89.25623321533203,344,9,15,343,14.49566650390625,54.242130279541016,453.80010986328125,28.805999755859375,2.0820000171661377,26.7239990234375,8.669333457946777,18.437166213989258,"list(c(-121.514158731905, -121.344951210532, -121.344951210532, -121.514158731905, -121.514158731905, 36.6582174360566, 36.6582174360566, 36.7933525711918, 36.7933525711918, 36.6582174360566))"
854,'-112500:-142500',-112500,-142500,0.029298082,26,94,14.755041122436523,20.77716636657715,8.975000381469727,360,69,1,88.29950714111328,187,5,9,187,15.711583137512207,54.5200309753418,480.1502685546875,30.58300018310547,1.7649999856948853,28.81800079345703,8.975000381469727,20.208999633789062,"list(c(-121.345996963309, -121.176789441937, -121.176789441937, -121.345996963309, -121.345996963309, 36.6601326454007, 36.6601326454007, 36.7952677805358, 36.7952677805358, 36.6601326454007))"
